city_tag,city_index,city_name,n_nodes,m_edges_multi,m_edges_simple,density_simple,avg_degree_simple,avg_degree_multi,n_components,giant_component_frac,transitivity,mean_distance,median_distance,p90_distance,diameter,modularity_louvain,n_communities_louvain,modularity_infomap,n_communities_infomap,mean_edge_multiplicity,max_edge_multiplicity
325_toulouse,325,toulouse,73,80,52,0.0197869101978691,1.42465753424658,2.19178082191781,23,0.616438356164384,0,8.22727272727273,8,15,22,0.718934911242604,27,0.712278106508876,31,1.53846153846154,4
327_lille,327,lille,35,31,21,0.0352941176470588,1.2,1.77142857142857,16,0.428571428571429,0.181818181818182,3.08571428571429,3,5,7,0.596371882086168,20,0.596371882086168,20,1.47619047619048,4
331_le-havre,331,le-havre,46,28,14,0.0135265700483092,0.608695652173913,1.21739130434783,33,0.304347826086957,0,3.54945054945055,3,6,8,0.461734693877551,35,0.517857142857143,36,2,4
336_alicante,336,alicante,10,18,6,0.133333333333333,1.2,3.6,5,0.4,0.6,1.66666666666667,1.5,2.9,3,0.5,5,0.5,5,3,7
338_neuquen,338,neuquen,15,2,2,0.019047619047619,0.266666666666667,0.266666666666667,13,0.133333333333333,,1,1,1,1,0.5,13,0.5,13,1,1
339_quito,339,quito,15,4,4,0.0380952380952381,0.533333333333333,0.533333333333333,11,0.333333333333333,0,2,2,3.1,4,0.21875,12,0,11,1,1
340_pune,340,pune,77,14,14,0.00478468899521531,0.363636363636364,0.363636363636364,63,0.0779220779220779,0,2.33333333333333,2,4,5,0.755102040816327,63,0.755102040816327,63,1,1
341_doha,341,doha,69,28,26,0.0110826939471441,0.753623188405797,0.811594202898551,46,0.173913043478261,0.0882352941176471,3.1969696969697,3,6,7,0.702662721893491,48,0.702662721893491,48,1.07692307692308,2
342_istanbul,342,istanbul,375,83,78,0.00111229946524064,0.416,0.442666666666667,298,0.12,0,7.96565656565657,8,14,19,0.855933596318211,303,0.846236028928337,305,1.06410256410256,2
344_bergen,344,bergen,28,4,4,0.0105820105820106,0.285714285714286,0.285714285714286,24,0.107142857142857,0,1.33333333333333,1,2,2,0.5,24,0.5,24,1,1
345_izmir,345,izmir,131,31,25,0.00293599530240752,0.381679389312977,0.473282442748092,106,0.0763358778625954,0,2.86666666666667,3,5,6,0.744,108,0.744,108,1.24,4
346_bursa,346,bursa,81,36,29,0.00895061728395062,0.716049382716049,0.888888888888889,52,0.333333333333333,0,7.69230769230769,7,14,20,0.683709869203329,56,0.695600475624257,56,1.24137931034483,2
347_antalya,347,antalya,81,6,5,0.00154320987654321,0.123456790123457,0.148148148148148,76,0.037037037037037,0,1.33333333333333,1,2,2,0.64,76,0.64,76,1.2,2
348_adana,348,adana,13,7,7,0.0897435897435897,1.07692307692308,1.07692307692308,6,0.615384615384615,0,3,3,5.5,7,0.377551020408163,8,0.357142857142857,7,1,1
350_kocaeli,350,kocaeli,29,5,5,0.0123152709359606,0.344827586206897,0.344827586206897,24,0.137931034482759,0,1.66666666666667,1.5,2.9,3,0.56,24,0.56,24,1,1
351_eskisehir,351,eskisehir,80,48,22,0.0069620253164557,0.55,1.2,58,0.2875,0,4.37154150197628,4,7,9,0.603305785123967,62,0.612603305785124,62,2.18181818181818,5
352_norfolk,352,norfolk,11,1,1,0.0181818181818182,0.181818181818182,0.181818181818182,10,0.181818181818182,,1,1,1,1,0,10,0,10,1,1
353_dhaka,353,dhaka,17,2,2,0.0147058823529412,0.235294117647059,0.235294117647059,15,0.176470588235294,0,1.33333333333333,1,2,2,0,15,0,15,1,1
354_rotterdam-the-hague,354,rotterdam-the-hague,4,17,4,0.666666666666667,2,8.5,1,1,0,1.33333333333333,1,2,2,0,2,0,1,4.25,5
356_seoul,356,seoul,876,170,123,0.000320939334637965,0.280821917808219,0.388127853881279,754,0.0684931506849315,0,6.97457627118644,7,11,16,0.890508295326855,758,0.88214687024919,762,1.38211382113821,5
357_busan,357,busan,160,17,17,0.00133647798742138,0.2125,0.2125,143,0.05,0,3,3,5.5,7,0.752595155709342,144,0.726643598615917,143,1,1
358_taipei,358,taipei,243,45,41,0.00139441553582968,0.337448559670782,0.37037037037037,202,0.0864197530864198,0,5.34285714285714,5,10,14,0.818857822724569,205,0.819452706722189,205,1.09756097560976,2
359_macau,359,macau,17,4,4,0.0294117647058824,0.470588235294118,0.470588235294118,13,0.176470588235294,0,1.33333333333333,1,2,2,0.625,13,0.625,13,1,1
361_tegal,361,tegal,65,55,55,0.0264423076923077,1.69230769230769,1.69230769230769,10,0.353846153846154,0,6.57707509881423,6,12,17,0.829256198347108,12,0.795206611570248,17,1,1
362_changchun,362,changchun,2,1,1,1,1,1,1,1,,1,1,1,1,0,1,0,1,1,1
363_changsha,363,changsha,149,11,11,0.000997641937239253,0.147651006711409,0.147651006711409,138,0.0335570469798658,0,2,2,3.1,4,0.776859504132231,138,0.776859504132232,138,1,1
364_chengdu,364,chengdu,444,45,43,0.000437231814206984,0.193693693693694,0.202702702702703,401,0.0225225225225225,0,3.24444444444444,3,6,7,0.880475932936723,401,0.879123850730124,402,1.04651162790698,2
365_dalian,365,dalian,100,28,28,0.00565656565656566,0.56,0.56,72,0.11,0,3.74545454545455,3,7,9,0.780612244897959,74,0.783163265306122,74,1,1
366_dongguan,366,dongguan,15,0,0,0,0,0,15,0.0666666666666667,,,,,,,,,,,
367_fuzhou,367,fuzhou,64,13,13,0.0064484126984127,0.40625,0.40625,51,0.15625,0,3.66666666666667,3,7,9,0.618343195266272,53,0.624260355029586,52,1,1
368_guiyang,368,guiyang,55,10,10,0.00673400673400673,0.363636363636364,0.363636363636364,45,0.0909090909090909,0,2,2,3.1,4,0.66,45,0.66,45,1,1
369_hangzhou,369,hangzhou,355,42,41,0.000652502586138299,0.230985915492958,0.236619718309859,314,0.0225352112676056,0,3,3,5.5,7,0.908982748364069,314,0.908982748364069,314,1.02439024390244,2
370_harbin,370,harbin,77,9,9,0.00307587149692413,0.233766233766234,0.233766233766234,69,0.0779220779220779,0,1.8,2,3,3,0.444444444444444,69,0.444444444444444,69,1,1
373_jinan,373,jinan,43,7,7,0.00775193798449612,0.325581395348837,0.325581395348837,36,0.0930232558139535,0,1.66666666666667,1.5,2.9,3,0.653061224489796,36,0.653061224489796,36,1,1
375_kunming,375,kunming,115,26,26,0.00396643783371472,0.452173913043478,0.452173913043478,89,0.121739130434783,0,4.78021978021978,4,9,12,0.715976331360947,92,0.715976331360947,92,1,1
376_lanzhou,376,lanzhou,20,2,2,0.0105263157894737,0.2,0.2,18,0.15,0,1.33333333333333,1,2,2,0,18,0,18,1,1
379_qingdao,379,qingdao,285,30,30,0.000741289844329133,0.210526315789474,0.210526315789474,255,0.0245614035087719,0,2.38095238095238,2,4,5,0.891111111111111,255,0.891111111111112,255,1,1
380_shenyang,380,shenyang,92,7,7,0.00167224080267559,0.152173913043478,0.152173913043478,85,0.0434782608695652,0,1.66666666666667,1.5,2.9,3,0.693877551020408,85,0.693877551020408,85,1,1
381_shenzhen,381,shenzhen,448,96,94,0.000938798338127197,0.419642857142857,0.428571428571429,354,0.0491071428571429,0,5.60606060606061,5,10,14,0.887505658669081,356,0.863682661837935,362,1.02127659574468,3
382_shijiazhuang,382,shijiazhuang,63,8,8,0.00409626216077829,0.253968253968254,0.253968253968254,55,0.126984126984127,0,2.28571428571429,2,3.5,4,0.4140625,57,0.21875,55,1,1
383_taiyuan,383,taiyuan,46,2,2,0.00193236714975845,0.0869565217391304,0.0869565217391304,44,0.0434782608695652,,1,1,1,1,0.5,44,0.5,44,1,1
384_tianjin,384,tianjin,324,72,71,0.00135687803386462,0.438271604938272,0.444444444444444,253,0.0617283950617284,0,5.83684210526316,5,11,16,0.863122396349931,256,0.859055742908153,257,1.01408450704225,2
385_wenzhou,385,wenzhou,18,5,5,0.0326797385620915,0.555555555555556,0.555555555555556,13,0.222222222222222,0,1.66666666666667,1.5,2.9,3,0.48,13,0.48,13,1,1
386_wuhan,386,wuhan,308,34,34,0.000719150556284107,0.220779220779221,0.220779220779221,274,0.0357142857142857,0,2.83636363636364,3,5,6,0.824826989619377,275,0.824826989619377,275,1,1
387_xiamen,387,xiamen,71,5,5,0.00201207243460765,0.140845070422535,0.140845070422535,66,0.0422535211267606,0,1.33333333333333,1,2,2,0.72,66,0.72,66,1,1
390_zhengzhou,390,zhengzhou,282,47,47,0.00118623962040332,0.333333333333333,0.333333333333333,236,0.0567375886524823,0,4.175,4,8,10,0.860344047080127,237,0.853327297419647,238,1,1
393_turin,393,turin,23,7,7,0.0276679841897233,0.608695652173913,0.608695652173913,16,0.347826086956522,0,3,3,5.5,7,0.357142857142857,17,0.357142857142857,17,1,1
394_chennai,394,chennai,51,25,25,0.0196078431372549,0.980392156862745,0.980392156862745,26,0.313725490196078,0,5.66666666666667,5,11,15,0.688,29,0.6928,29,1,1
395_malaga,395,malaga,49,46,36,0.0306122448979592,1.46938775510204,1.87755102040816,15,0.571428571428571,0.0638297872340426,6.27777777777778,6,12,16,0.736882716049383,19,0.737654320987654,19,1.27777777777778,2
398_jaipur,398,jaipur,11,2,2,0.0363636363636364,0.363636363636364,0.363636363636364,9,0.272727272727273,0,1.33333333333333,1,2,2,0,9,0,9,1,1
400_valladolid,400,valladolid,5,0,0,0,0,0,5,0.2,,,,,,,,,,,
401_segovia,401,segovia,6,1,1,0.0666666666666667,0.333333333333333,0.333333333333333,5,0.333333333333333,,1,1,1,1,0,5,0,5,1,1
402_hyderabad,402,hyderabad,59,41,41,0.0239625949736996,1.38983050847458,1.38983050847458,18,0.711864406779661,0,9.9082462253194,10,18,26,0.701963117192148,24,0.703152885187388,25,1,1
407_tel-aviv,407,tel-aviv,34,2,2,0.0035650623885918,0.117647058823529,0.117647058823529,32,0.0588235294117647,,1,1,1,1,0.5,32,0.5,32,1,1
408_kaohsiung,408,kaohsiung,69,16,16,0.00682011935208866,0.463768115942029,0.463768115942029,53,0.188405797101449,0,4.66666666666667,4,9,12,0.658203125,55,0.662109375,55,1,1
409_bangalore,409,bangalore,118,19,19,0.00275242648124004,0.322033898305085,0.322033898305085,99,0.0593220338983051,0,2.66666666666667,2,5,6,0.775623268698061,99,0.775623268698061,99,1,1
410_kanpur,410,kanpur,14,2,2,0.021978021978022,0.285714285714286,0.285714285714286,12,0.214285714285714,0,1.33333333333333,1,2,2,0,12,0,12,1,1
411_ahmedabad,411,ahmedabad,53,12,12,0.00870827285921626,0.452830188679245,0.452830188679245,41,0.150943396226415,0,3,3,5.5,7,0.628472222222222,42,0.628472222222222,42,1,1
412_daegu,412,daegu,89,10,10,0.00255362614913177,0.224719101123596,0.224719101123596,79,0.0898876404494382,0,3,3,5.5,7,0.585,81,0.605,80,1,1
413_dubai,413,dubai,75,25,25,0.00900900900900901,0.666666666666667,0.666666666666667,51,0.173333333333333,0,3.28205128205128,3,6,7,0.7008,53,0.704,53,1,1
414_minsk,414,minsk,36,16,16,0.0253968253968254,0.888888888888889,0.888888888888889,20,0.277777777777778,0,3.66666666666667,3,7,9,0.58203125,22,0.61328125,22,1,1
415_kiev,415,kiev,52,32,32,0.024132730015083,1.23076923076923,1.23076923076923,20,0.269230769230769,0,5,4,10,13,0.759765625,22,0.76171875,23,1,1
416_xian,416,xian,275,30,30,0.00079628400796284,0.218181818181818,0.218181818181818,245,0.0363636363636364,0,3.4,3,6,8,0.860555555555556,246,0.860555555555556,246,1,1
417_ningbo,417,ningbo,201,25,25,0.00124378109452736,0.248756218905473,0.248756218905473,176,0.0298507462686567,0,2.33333333333333,2,4,5,0.8448,176,0.8448,176,1,1
418_hefei,418,hefei,209,15,15,0.000690099374309901,0.143540669856459,0.143540669856459,194,0.0191387559808612,0,1.66666666666667,1.5,2.9,3,0.871111111111111,194,0.871111111111111,194,1,1
419_hanoi,419,hanoi,24,2,2,0.0072463768115942,0.166666666666667,0.166666666666667,22,0.0833333333333333,,1,1,1,1,0.5,22,0.5,22,1,1
420_suzhou,420,suzhou,330,33,31,0.000571060145528231,0.187878787878788,0.2,299,0.0363636363636364,0,3.40909090909091,3,6,8,0.802289281997919,301,0.802289281997919,301,1.06451612903226,2
422_pereira,422,pereira,2,0,0,0,0,0,2,0.5,,,,,,,,,,,
424_lahore,424,lahore,52,5,5,0.00377073906485671,0.192307692307692,0.192307692307692,47,0.0961538461538462,0,2,2,3.1,4,0.42,48,0.32,47,1,1
426_islamabad,426,islamabad,32,2,2,0.00403225806451613,0.125,0.125,30,0.09375,0,1.33333333333333,1,2,2,0,30,0,30,1,1
432_palermo,432,palermo,29,5,4,0.00985221674876847,0.275862068965517,0.344827586206897,25,0.137931034482759,0,1.5,1.5,2,2,0.375,25,0.375,25,1.25,2
433_catania,433,catania,68,22,19,0.00834064969271291,0.558823529411765,0.647058823529412,49,0.294117647058824,0,5.20526315789474,5,9,14,0.580332409972299,52,0.580332409972299,52,1.15789473684211,2
438_palma,438,palma,38,15,6,0.0085348506401138,0.315789473684211,0.789473684210526,32,0.157894736842105,0,2.06666666666667,2,3,4,0.402777777777778,34,0.277777777777778,32,2.5,5
442_tarragona,442,tarragona,14,1,1,0.010989010989011,0.142857142857143,0.142857142857143,13,0.142857142857143,,1,1,1,1,0,13,0,13,1,1
445_granada,445,granada,26,1,1,0.00307692307692308,0.0769230769230769,0.0769230769230769,25,0.0769230769230769,,1,1,1,1,0,25,0,25,1,1
446_cadiz,446,cadiz,37,8,7,0.0105105105105105,0.378378378378378,0.432432432432432,31,0.108108108108108,0.5,1.33333333333333,1,2,2,0.571428571428571,31,0.571428571428572,31,1.14285714285714,2
456_taichung,456,taichung,19,6,5,0.0292397660818713,0.526315789473684,0.631578947368421,14,0.315789473684211,0,2.33333333333333,2,4,5,0.26,16,0,14,1.2,2
459_thessaloniki,459,thessaloniki,113,28,18,0.00284450063211125,0.31858407079646,0.495575221238938,97,0.079646017699115,0.130434782608696,2.77777777777778,3,5,6,0.665123456790123,98,0.665123456790123,98,1.55555555555556,3
460_ho-chi-minh-city,460,ho-chi-minh-city,24,2,2,0.0072463768115942,0.166666666666667,0.166666666666667,22,0.125,0,1.33333333333333,1,2,2,0,22,0,22,1,1
461_bhopal,461,bhopal,8,0,0,0,0,0,8,0.125,,,,,,,,,,,
462_baku,462,baku,31,22,17,0.0365591397849462,1.09677419354839,1.41935483870968,14,0.387096774193548,0,3.95454545454545,4,7,10,0.666089965397924,16,0.673010380622837,16,1.29411764705882,2
463_porto,463,porto,94,15,11,0.00251658659345687,0.234042553191489,0.319148936170213,83,0.0638297872340426,0,2.13333333333333,2,4,4,0.65702479338843,84,0.644628099173554,83,1.36363636363636,3
464_nagpur,464,nagpur,37,5,5,0.00750750750750751,0.27027027027027,0.27027027027027,32,0.162162162162162,0,1.86666666666667,2,3,3,0.22,33,0,32,1,1
466_lucknow,466,lucknow,21,3,3,0.0142857142857143,0.285714285714286,0.285714285714286,18,0.19047619047619,0,1.66666666666667,1.5,2.9,3,0.166666666666667,19,0,18,1,1
467_agra,467,agra,11,1,1,0.0181818181818182,0.181818181818182,0.181818181818182,10,0.181818181818182,,1,1,1,1,0,10,0,10,1,1
468_indore,468,indore,23,2,2,0.00790513833992095,0.173913043478261,0.173913043478261,21,0.130434782608696,0,1.33333333333333,1,2,2,0,21,0,21,1,1
470_yerevan,470,yerevan,10,5,5,0.111111111111111,1,1,5,0.6,0,2.13333333333333,2,4,4,0.3,6,0,5,1,1
474_mashhad,474,mashhad,45,9,9,0.00909090909090909,0.4,0.4,36,0.177777777777778,0,2.39285714285714,2,4,5,0.512345679012346,38,0.512345679012346,37,1,1
477_pozna,477,pozna,128,38,21,0.00258366141732283,0.328125,0.59375,108,0.125,0.103448275862069,3.34166666666667,3,6,8,0.642857142857143,111,0.636054421768707,109,1.80952380952381,6
485_tampere,485,tampere,59,36,35,0.0204558737580362,1.1864406779661,1.22033898305085,24,0.576271186440678,0,10.0998217468806,9,20,29,0.695918367346939,30,0.697551020408163,30,1.02857142857143,2
